publication,n,sync,x,y,z,i,j,k,i_,j_,k_,dist,atlas_idx,atlas_region
Koide & Shimada 2018,64.0,0.0,-46.505,-16.0,12.505,21,55,42,21,55,42,0.0,12.0,LH_SomMot_3
Koide & Shimada 2018,64.0,0.0,-56.0,-36.66666667,13.00333333,17,44,42,17,44,42,0.0,10.0,LH_SomMot_1
Li 2020 1,24.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Li 2020 1,24.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Li 2020 1,24.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Li 2020 1,24.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Li 2020 1,24.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Li 2020 1,24.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Li 2020 1,24.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Li 2020 1,24.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Li 2020 1,24.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Li 2020 1,24.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Li 2020 1,24.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Li 2020 1,24.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Li 2020 1,24.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Li 2020 1,24.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Li 2020 1,24.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Li 2020 1,24.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Li 2020 1,24.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Li 2020 1,24.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Li 2020 1,24.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Li 2020 1,24.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Li 2020 1,24.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Li 2020 1,24.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Li 2020 2,24.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Li 2020 2,24.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Li 2020 2,24.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Li 2020 2,24.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Li 2020 2,24.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Li 2020 2,24.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Li 2020 2,24.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Li 2020 2,24.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Li 2020 2,24.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Li 2020 2,24.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Li 2020 2,24.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Li 2020 2,24.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Li 2020 2,24.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Li 2020 2,24.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Li 2020 2,24.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Li 2020 2,24.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Li 2020 2,24.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Li 2020 2,24.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Li 2020 2,24.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Li 2020 2,24.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Li 2020 2,24.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Li 2020 2,24.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Li Ya 2021,62.0,0.0,36.0,40.0,43.0,63,83,57,63,83,57,0.0,85.0,RH_Cont_PFCl_3
Li Ya 2021,62.0,0.0,14.0,68.0,23.0,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Li Ya 2021,62.0,0.0,-12.0,50.0,46.0,39,88,59,39,88,59,0.0,46.0,LH_Default_PFC_5
Li Ya 2021,62.0,1.0,-34.0,40.0,42.0,28,83,57,28,83,57,0.0,27.0,LH_SalVentAttn_PFCl_1
Li Ya 2021,62.0,0.0,46.0,42.0,28.0,68,84,50,68,84,50,0.0,84.0,RH_Cont_PFCl_2
Li Ya 2021,62.0,0.0,27.0,57.0,34.0,58,91,53,58,91,53,0.0,85.0,RH_Cont_PFCl_3
Li Ya 2021,62.0,0.0,3.0,68.0,35.0,46,97,53,48,95,52,3.0,97.0,RH_Default_PFCdPFCm_2
Li Ya 2021,62.0,0.0,-24.0,56.0,33.0,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Li Ya 2021,62.0,0.0,-45.0,42.0,28.0,22,84,50,22,83,50,1.0,35.0,LH_Cont_PFCl_1
Li Ya 2021,62.0,0.0,38.0,60.0,18.0,64,93,45,64,93,45,0.0,84.0,RH_Cont_PFCl_2
Li Ya 2021,62.0,0.0,15.0,70.0,-5.0,52,98,33,52,98,33,0.0,83.0,RH_Cont_PFCl_1
Li Ya 2021,62.0,0.0,-13.0,67.0,22.0,38,96,47,38,96,47,0.0,46.0,LH_Default_PFC_5
Li Ya 2021,62.0,0.0,-35.0,58.0,18.0,27,92,45,27,92,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Li Ya 2021,62.0,0.0,47.0,52.0,2.0,68,89,37,68,89,37,0.0,83.0,RH_Cont_PFCl_1
Li Ya 2021,62.0,0.0,26.0,68.0,8.0,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Li Ya 2021,62.0,0.0,2.0,67.0,9.0,46,96,40,46,96,40,0.0,96.0,RH_Default_PFCdPFCm_1
Li Ya 2021,62.0,0.0,-25.0,68.0,10.0,32,97,41,32,97,40,1.0,45.0,LH_Default_PFC_4
Li Ya 2021,62.0,0.0,-46.0,53.0,1.0,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Li Ya 2021,62.0,0.0,25.0,56.0,33.0,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Li Ya 2021,62.0,0.0,2.0,60.0,34.0,46,93,53,47,93,53,1.0,97.0,RH_Default_PFCdPFCm_2
Li Ya 2021,62.0,0.0,-12.0,70.0,-3.0,39,98,34,39,98,34,0.0,45.0,LH_Default_PFC_4
Li Ya 2021,62.0,0.0,-39.0,63.0,-8.0,25,94,32,25,93,33,1.4142135623730951,43.0,LH_Default_PFC_2
Li Yu 2021,26.0,0.0,31.0,45.0,44.0,60,85,58,60,85,58,0.0,85.0,RH_Cont_PFCl_3
Li Yu 2021,26.0,0.0,14.0,53.0,47.0,52,89,59,52,89,59,0.0,97.0,RH_Default_PFCdPFCm_2
Li Yu 2021,26.0,0.0,-9.0,53.0,47.0,40,89,59,40,89,59,0.0,46.0,LH_Default_PFC_5
Li Yu 2021,26.0,0.0,-26.0,45.0,44.0,32,85,58,32,85,58,0.0,46.0,LH_Default_PFC_5
Li Yu 2021,26.0,0.0,42.0,46.0,32.0,66,86,52,66,86,52,0.0,85.0,RH_Cont_PFCl_3
Li Yu 2021,26.0,0.0,22.0,57.0,38.0,56,91,55,56,91,55,0.0,97.0,RH_Default_PFCdPFCm_2
Li Yu 2021,26.0,0.0,5.0,57.0,38.0,47,91,55,47,91,55,0.0,97.0,RH_Default_PFCdPFCm_2
Li Yu 2021,26.0,0.0,-18.0,57.0,38.0,36,91,55,36,91,55,0.0,46.0,LH_Default_PFC_5
Li Yu 2021,26.0,0.0,-40.0,45.0,32.0,25,85,52,25,85,52,0.0,27.0,LH_SalVentAttn_PFCl_1
Li Yu 2021,26.0,0.0,39.0,57.0,25.0,64,91,48,64,91,47,1.0,85.0,RH_Cont_PFCl_3
Li Yu 2021,26.0,0.0,16.0,65.0,30.0,53,95,51,53,94,51,1.0,97.0,RH_Default_PFCdPFCm_2
Li Yu 2021,26.0,0.0,-12.0,65.0,30.0,39,95,51,39,95,51,0.0,46.0,LH_Default_PFC_5
Li Yu 2021,26.0,0.0,-33.0,58.0,25.0,28,92,48,28,92,47,1.0,27.0,LH_SalVentAttn_PFCl_1
Li Yu 2021,26.0,0.0,46.0,56.0,9.0,68,91,40,67,91,40,1.0,83.0,RH_Cont_PFCl_1
Li Yu 2021,26.0,0.0,27.0,68.0,16.0,58,97,44,58,96,44,1.0,83.0,RH_Cont_PFCl_1
Li Yu 2021,26.0,0.0,4.0,68.0,16.0,47,97,44,47,97,44,0.0,96.0,RH_Default_PFCdPFCm_1
Li Yu 2021,26.0,0.0,-22.0,68.0,16.0,34,97,44,34,97,44,0.0,45.0,LH_Default_PFC_4
Li Yu 2021,26.0,1.0,-44.0,55.0,9.0,23,90,40,23,90,40,0.0,35.0,LH_Cont_PFCl_1
Li Yu 2021,26.0,0.0,40.0,64.0,1.0,65,95,36,65,94,36,1.0,83.0,RH_Cont_PFCl_1
Li Yu 2021,26.0,0.0,17.0,73.0,6.0,53,99,39,53,99,39,0.0,83.0,RH_Cont_PFCl_1
Li Yu 2021,26.0,0.0,-15.0,73.0,6.0,37,99,39,37,98,39,1.0,45.0,LH_Default_PFC_4
Li Yu 2021,26.0,0.0,-36.0,64.0,1.0,27,95,36,27,94,36,1.0,43.0,LH_Default_PFC_2
Li Z 2021,22.0,0.0,43.0,52.0,27.0,66,89,49,66,89,48,1.0,85.0,RH_Cont_PFCl_3
Li Z 2021,22.0,0.0,33.0,56.0,29.0,61,91,50,61,91,50,0.0,85.0,RH_Cont_PFCl_3
Li Z 2021,22.0,0.0,44.0,59.0,6.0,67,92,39,66,92,39,1.0,83.0,RH_Cont_PFCl_1
Li Z 2021,22.0,1.0,35.0,66.0,9.0,62,96,40,62,95,41,1.4142135623730951,83.0,RH_Cont_PFCl_1
Li Z 2021,22.0,1.0,21.0,61.0,33.0,55,93,52,55,93,52,0.0,97.0,RH_Default_PFCdPFCm_2
Li Z 2021,22.0,1.0,11.0,63.0,35.0,50,94,53,50,94,53,0.0,97.0,RH_Default_PFCdPFCm_2
Li Z 2021,22.0,1.0,24.0,71.0,12.0,57,98,42,57,98,42,0.0,83.0,RH_Cont_PFCl_1
Li Z 2021,22.0,0.0,11.0,73.0,13.0,50,99,42,50,99,42,0.0,96.0,RH_Default_PFCdPFCm_1
Li Z 2021,22.0,1.0,-6.0,62.0,37.0,42,94,54,42,94,54,0.0,46.0,LH_Default_PFC_5
Li Z 2021,22.0,0.0,-17.0,60.0,35.0,36,93,53,36,93,52,1.0,46.0,LH_Default_PFC_5
Li Z 2021,22.0,1.0,-7.0,72.0,14.0,41,99,43,41,98,43,1.0,46.0,LH_Default_PFC_5
Li Z 2021,22.0,1.0,-19.0,71.0,14.0,35,98,43,35,97,43,1.0,45.0,LH_Default_PFC_4
Li Z 2021,22.0,0.0,-29.0,56.0,31.0,30,91,51,31,91,51,1.0,27.0,LH_SalVentAttn_PFCl_1
Li Z 2021,22.0,1.0,-40.0,49.0,28.0,25,87,50,25,87,50,0.0,27.0,LH_SalVentAttn_PFCl_1
Li Z 2021,22.0,1.0,-32.0,65.0,11.0,29,95,41,29,95,41,0.0,45.0,LH_Default_PFC_4
Li Z 2021,22.0,0.0,-42.0,58.0,7.0,24,92,39,24,91,39,1.0,35.0,LH_Cont_PFCl_1
Li Z 2021,22.0,1.0,-60.0,18.0,20.0,15,72,46,16,72,46,1.0,43.0,LH_Default_PFC_2
Li Z 2021,22.0,0.0,-61.0,3.0,35.0,14,64,53,14,64,53,0.0,13.0,LH_SomMot_4
Li Z 2021,22.0,0.0,-64.0,5.0,12.0,13,65,42,13,65,42,0.0,12.0,LH_SomMot_3
Li Z 2021,22.0,0.0,-67.0,-9.0,27.0,11,58,49,12,58,49,1.0,13.0,LH_SomMot_4
Li Z 2021,22.0,0.0,-68.0,-21.0,14.0,11,52,43,12,51,43,1.4142135623730951,10.0,LH_SomMot_1
Li Z 2021,22.0,1.0,-65.0,-23.0,41.0,12,51,56,12,51,56,0.0,17.0,LH_DorsAttn_Post_2
Li Z 2021,22.0,1.0,-68.0,-35.0,30.0,11,45,51,12,45,51,1.0,24.0,LH_SalVentAttn_ParOper_1
Li Z 2021,22.0,1.0,-64.0,-46.0,42.0,13,40,57,14,40,57,1.0,24.0,LH_SalVentAttn_ParOper_1
Li Z 2021,22.0,0.0,-68.0,-48.0,16.0,11,39,44,12,39,44,1.0,40.0,LH_Default_Par_1
Li Z 2021,22.0,1.0,-63.0,-57.0,31.0,13,34,51,14,34,51,1.0,41.0,LH_Default_Par_2
Li Z 2021,22.0,0.0,63.0,18.0,15.0,76,72,43,76,72,43,0.0,95.0,RH_Default_PFCv_2
Li Z 2021,22.0,0.0,66.0,3.0,31.0,78,64,51,77,64,51,1.0,62.0,RH_SomMot_4
Li Z 2021,22.0,0.0,66.0,0.0,3.0,78,63,37,78,62,37,1.0,59.0,RH_SomMot_1
Li Z 2021,22.0,1.0,70.0,-9.0,23.0,80,58,47,79,58,47,1.0,62.0,RH_SomMot_4
Li Z 2021,22.0,0.0,73.0,-25.0,7.0,81,50,39,80,50,39,1.0,59.0,RH_SomMot_1
Li Z 2021,22.0,1.0,69.0,-24.0,37.0,79,51,54,79,51,54,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Li Z 2021,22.0,1.0,70.0,-36.0,25.0,80,45,48,79,45,48,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Li Z 2021,22.0,1.0,65.0,-47.0,40.0,77,39,56,77,39,56,0.0,90.0,RH_Default_Par_1
Li Z 2021,22.0,1.0,69.0,-49.0,13.0,79,38,42,78,38,42,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Li Z 2021,22.0,1.0,63.0,-59.0,29.0,76,33,50,75,33,50,1.0,90.0,RH_Default_Par_1
Liu N 2016,18.0,1.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Liu N 2016,18.0,1.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Liu N 2016,18.0,1.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Liu N 2016,18.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Liu N 2016,18.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Liu N 2016,18.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Liu N 2016,18.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Liu N 2016,18.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Liu N 2016,18.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Liu N 2016,18.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Liu N 2016,18.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Liu N 2016,18.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Liu N 2016,18.0,0.0,-69.38843,-36.629534,-9.140827,10,44,31,11,44,31,1.0,33.0,LH_Limbic_TempPole_2
Liu N 2016,18.0,0.0,-67.942443,-10.740396,-14.463821,11,57,28,11,57,28,0.0,38.0,LH_Default_Temp_1
Liu N 2016,18.0,0.0,-67.157295,-49.555399,7.031151,11,38,39,11,38,38,1.0,40.0,LH_Default_Par_1
Liu N 2016,18.0,0.0,-69.303278,-22.870482,2.541058,10,51,37,11,51,37,1.0,10.0,LH_SomMot_1
Liu N 2016,18.0,0.0,-61.924595,2.815193,-0.665403,14,64,35,14,64,35,0.0,10.0,LH_SomMot_1
Liu N 2016,18.0,0.0,-68.082706,-34.953066,21.361397,10,45,46,11,45,45,1.4142135623730951,10.0,LH_SomMot_1
Liu N 2016,18.0,0.0,-65.817147,-7.395194,18.394297,12,59,45,12,59,45,0.0,13.0,LH_SomMot_4
Liu T 2017,44.0,0.0,-29.0,7.33,55.33,30,66,63,30,66,63,0.0,23.0,LH_DorsAttn_FEF_1
Liu T 2017,44.0,0.0,-33.0,-12.0,59.0,28,57,65,29,57,65,1.0,23.0,LH_DorsAttn_FEF_1
Liu T 2017,44.0,0.0,-44.99,-36.0,68.0,22,45,70,23,45,69,1.4142135623730951,14.0,LH_SomMot_5
Liu T 2017,44.0,0.0,-25.0,17.0,41.01,32,71,56,33,71,56,1.0,48.0,LH_Default_PFC_7
Liu T 2017,44.0,0.0,-32.0,-4.0,43.01,29,61,57,29,61,57,0.0,23.0,LH_DorsAttn_FEF_1
Liu T 2017,44.0,0.0,-44.0,-23.0,50.0,23,51,61,24,51,61,1.0,14.0,LH_SomMot_5
Liu T 2017,44.0,0.0,-29.01,-42.0,42.0,30,42,57,30,42,57,0.0,34.0,LH_Cont_Par_1
Liu T 2017,44.0,0.0,-50.0,14.99,44.0,20,70,58,20,70,58,0.0,47.0,LH_Default_PFC_6
Liu T 2017,44.0,0.0,-47.0,-13.0,42.0,21,56,57,21,56,57,0.0,13.0,LH_SomMot_4
Liu T 2017,44.0,0.0,-36.0,-26.0,37.01,27,50,54,25,49,55,2.449489742783178,19.0,LH_DorsAttn_Post_4
Liu T 2017,44.0,0.0,-44.0,23.5,28.51,23,74,50,23,74,50,0.0,35.0,LH_Cont_PFCl_1
Liu T 2017,44.0,0.0,-42.67,5.0,29.33,23,65,50,23,65,50,0.0,22.0,LH_DorsAttn_PrCv_1
Liu T 2017,44.0,1.0,-48.0,-22.0,36.34,21,52,54,21,52,54,0.0,17.0,LH_DorsAttn_Post_2
Liu T 2017,44.0,0.0,-40.0,-47.01,30.0,25,39,51,24,37,50,2.449489742783178,41.0,LH_Default_Par_2
Liu T 2017,44.0,1.0,-56.66,17.33,25.0,16,71,48,16,71,48,0.0,43.0,LH_Default_PFC_2
Liu T 2017,44.0,0.0,-47.01,-14.0,22.0,21,56,47,21,55,46,1.4142135623730951,12.0,LH_SomMot_3
Liu T 2017,44.0,0.0,-39.01,-32.0,18.0,25,47,45,25,47,45,0.0,11.0,LH_SomMot_2
Liu T 2017,44.0,0.0,-57.66,29.33,14.67,16,77,43,17,77,43,1.0,43.0,LH_Default_PFC_2
Liu T 2017,44.0,0.0,-52.99,3.0,11.0,18,64,41,18,64,41,0.0,12.0,LH_SomMot_3
Liu T 2017,44.0,0.0,-43.0,-20.0,13.01,23,53,42,23,53,42,0.0,10.0,LH_SomMot_1
Liu T 2017,44.0,0.0,-62.99,-50.0,8.0,13,38,40,13,38,40,0.0,40.0,LH_Default_Par_1
Liu T 2017,44.0,0.0,-49.67,7.33,2.67,20,66,37,20,66,37,0.0,26.0,LH_SalVentAttn_FrOperIns_2
Liu T 2017,44.0,0.0,-54.0,-13.01,2.0,18,56,37,18,56,37,0.0,10.0,LH_SomMot_1
Liu T 2017,44.0,0.0,-49.01,-38.67,-4.67,20,43,33,19,43,34,1.4142135623730951,39.0,LH_Default_Temp_2
Liu T 2017,44.0,0.0,36.0,-35.01,52.0,63,45,62,63,45,62,0.0,68.0,RH_DorsAttn_Post_2
Liu T 2017,44.0,0.0,35.01,-14.0,50.0,62,56,61,63,56,61,1.0,64.0,RH_SomMot_6
Liu T 2017,44.0,0.0,32.66666667,9.333333333,53.66333333,61,67,62,61,67,63,1.0,98.0,RH_Default_PFCdPFCm_3
Liu T 2017,44.0,0.0,36.0,-43.01,46.0,63,41,59,63,41,59,0.0,69.0,RH_DorsAttn_Post_3
Liu T 2017,44.0,0.0,45.00333333,-24.0,50.0,67,51,61,67,51,61,0.0,64.0,RH_SomMot_6
Liu T 2017,44.0,0.0,54.0,0.0,58.99,72,63,65,70,62,64,2.449489742783178,63.0,RH_SomMot_5
Liu T 2017,44.0,0.0,32.33666667,15.00333333,38.33,61,70,55,62,69,54,1.7320508075688772,86.0,RH_Cont_PFCl_4
Liu T 2017,44.0,1.0,38.0,-34.0,41.01,64,46,56,64,46,56,0.0,68.0,RH_DorsAttn_Post_2
Liu T 2017,44.0,0.0,56.0,-13.0,48.0,73,56,60,73,56,60,0.0,68.0,RH_DorsAttn_Post_2
Liu T 2017,44.0,0.0,42.0,7.0,31.0,66,66,51,66,66,51,0.0,72.0,RH_DorsAttn_PrCv_1
Liu T 2017,44.0,0.0,45.01,-46.0,30.0,67,40,51,68,40,51,1.0,90.0,RH_Default_Par_1
Liu T 2017,44.0,0.0,52.66666667,-21.66333333,36.66666667,71,52,54,71,52,54,0.0,68.0,RH_DorsAttn_Post_2
Liu T 2017,44.0,0.0,49.01,-2.0,32.0,69,62,52,70,61,52,1.4142135623730951,62.0,RH_SomMot_4
Liu T 2017,44.0,0.0,45.33333333,18.33666667,26.66666667,67,72,49,67,72,49,0.0,72.0,RH_DorsAttn_PrCv_1
Liu T 2017,44.0,1.0,70.33,-42.0,25.33333333,80,42,48,79,42,48,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Liu T 2017,44.0,0.0,62.495,-12.0,25.495,76,57,48,76,57,48,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Liu T 2017,44.0,0.0,64.99,14.0,26.0,77,70,49,76,70,48,1.4142135623730951,72.0,RH_DorsAttn_PrCv_1
Liu T 2017,44.0,1.0,59.0,-48.0,12.0,74,39,42,74,39,42,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Liu T 2017,44.0,0.0,48.495,-22.505,14.0,69,51,43,69,51,43,0.0,60.0,RH_SomMot_2
Liu T 2017,44.0,0.0,72.0,2.0,15.01,81,64,43,78,64,43,3.0,62.0,RH_SomMot_4
Liu T 2017,44.0,1.0,62.0,22.99,14.0,76,74,43,75,74,43,1.0,95.0,RH_Default_PFCv_2
Liu T 2017,44.0,0.0,58.33666667,-42.0,-2.666666667,74,42,34,74,42,33,1.0,91.0,RH_Default_Temp_1
Liu T 2017,44.0,0.0,50.0,-10.0,5.01,70,58,38,70,58,38,0.0,59.0,RH_SomMot_1
Liu T 2017,44.0,0.0,58.0,8.0,3.0,74,67,37,74,67,37,0.0,61.0,RH_SomMot_3
Liu Y 2017,18.0,1.0,45.7,57.3,5.7,67,91,38,67,91,38,0.0,83.0,RH_Cont_PFCl_1
Liu Y 2017,18.0,0.0,45.0,58.3,-7.3,67,92,32,67,92,32,0.0,83.0,RH_Cont_PFCl_1
Liu Y 2017,18.0,0.0,35.3,66.0,5.3,62,96,38,62,95,38,1.0,83.0,RH_Cont_PFCl_1
Liu Y 2017,18.0,1.0,36.0,66.0,-7.0,63,96,32,63,95,32,1.0,83.0,RH_Cont_PFCl_1
Liu Y 2017,18.0,0.0,22.3,72.0,6.3,56,99,39,56,98,39,1.0,83.0,RH_Cont_PFCl_1
Liu Y 2017,18.0,1.0,22.3,71.0,-6.3,56,98,32,56,97,32,1.0,83.0,RH_Cont_PFCl_1
Liu Y 2017,18.0,0.0,10.7,74.0,6.3,50,100,39,50,99,39,1.0,96.0,RH_Default_PFCdPFCm_1
Liu Y 2017,18.0,1.0,10.3,73.0,-7.3,50,99,32,50,98,32,1.0,79.0,RH_Limbic_OFC_1
Liu Y 2017,18.0,1.0,-10.3,74.0,5.7,39,100,38,39,99,38,1.0,45.0,LH_Default_PFC_4
Liu Y 2017,18.0,1.0,-10.0,72.0,-7.0,40,99,32,40,98,32,1.0,45.0,LH_Default_PFC_4
Liu Y 2017,18.0,0.0,-21.3,71.0,7.0,34,98,39,34,98,39,0.0,45.0,LH_Default_PFC_4
Liu Y 2017,18.0,1.0,-20.7,70.0,-5.7,34,98,33,35,97,33,1.4142135623730951,45.0,LH_Default_PFC_4
Liu Y 2017,18.0,1.0,-34.3,64.7,5.7,27,95,38,27,94,38,1.0,45.0,LH_Default_PFC_4
Liu Y 2017,18.0,1.0,-34.3,65.0,-6.3,27,95,32,27,94,32,1.0,45.0,LH_Default_PFC_4
Liu Y 2017,18.0,0.0,-44.0,55.7,5.7,23,90,38,23,90,38,0.0,35.0,LH_Cont_PFCl_1
Liu Y 2017,18.0,0.0,-43.7,56.3,-6.3,23,91,32,23,90,32,1.0,43.0,LH_Default_PFC_2
Liu Y 2017,18.0,1.0,-45.7,-36.7,65.7,22,44,68,22,44,68,0.0,14.0,LH_SomMot_5
Liu Y 2017,18.0,1.0,-25.3,-48.3,74.0,32,38,73,32,38,73,0.0,21.0,LH_DorsAttn_Post_6
Liu Y 2017,18.0,1.0,-54.7,-42.3,56.3,17,41,64,17,41,63,1.0,34.0,LH_Cont_Par_1
Liu Y 2017,18.0,0.0,-36.3,-54.3,68.3,26,35,70,26,36,69,1.4142135623730951,21.0,LH_DorsAttn_Post_6
Liu Y 2017,18.0,0.0,-17.7,-59.3,73.7,36,33,72,36,33,72,0.0,21.0,LH_DorsAttn_Post_6
Liu Y 2017,18.0,0.0,-47.3,-59.3,56.3,21,33,64,22,33,64,1.0,41.0,LH_Default_Par_2
Liu Y 2017,18.0,1.0,-26.7,-66.7,66.0,31,29,69,32,29,68,1.4142135623730951,18.0,LH_DorsAttn_Post_3
Liu Y 2017,18.0,0.0,-56.0,-61.7,44.7,17,32,58,17,33,58,1.0,41.0,LH_Default_Par_2
Liu Y 2017,18.0,1.0,-38.7,-73.7,52.3,25,26,62,26,26,62,1.0,41.0,LH_Default_Par_2
Liu Y 2017,18.0,0.0,-17.3,-77.3,59.7,36,24,65,36,25,65,1.0,18.0,LH_DorsAttn_Post_3
