cluster_id,peak_x,peak_y,peak_z,peak_value,volume_mm,talairach_gyrus,talairach_ba,aal
1.0,62.0,-48.0,16.0,0.03217214345932007,2152.0,Superior_Temporal_Gyrus,Background,Temporal_Mid_R
2.0,44.0,-66.0,10.0,0.011522636748850346,8.0,Middle_Temporal_Gyrus,Background,Temporal_Mid_R
