targetNr,targetName,nvox_target,nvox_roi,nvox_overlap,relDistr,absDistr
1,aTPJ,434,380,86,0.22631578947368422,0.19815668202764977
2,pTPJ,310,380,112,0.29473684210526313,0.36129032258064514
