targetNr,targetName,nvox_target,nvox_roi,nvox_overlap,relDistr,absDistr
1,VN,22753,380,8,0.021052631578947368,0.000351601986551224
2,SMN,20128,380,0,0.0,0.0
3,DAN,15378,380,121,0.31842105263157894,0.007868383404864092
4,VAN,15153,380,62,0.1631578947368421,0.004091599023295717
5,LN,11958,380,0,0.0,0.0
6,FPN,20924,380,6,0.015789473684210527,0.0002867520550563946
7,DMN,31304,380,181,0.4763157894736842,0.005782008688985433
