GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRB1,GABRB2,GABRB3,GABRG1,GABRG2,GABRG3,GABRD,GABRE,GAD1,GAD2,PVALB,SST,VIP,CCK,NPY,CALB1,CALB2,NOS1,RELN,ADRB2,LHX6,TAC1,TAC3,TAC4,SLC6A1,SLC6A13,SLC6A12,SLC32A1,GABBR1,GABBR2
0.3867703665488986,0.5264418564820722,0.5654337079638259,0.32708474709506935,0.6065213094694468,0.5794985002613248,0.5293321621951023,0.6021445494659511,0.5272963836403671,0.41152207698007554,0.3895472480088687,0.40428709616960506,0.31458771564400384,0.3271788081086014,0.38984959730541996,0.4620443468805229,0.3826182793323742,0.45404759234907227,0.31635875641475153,0.3764151750666978,0.553728200452241,0.5796162445634452,0.5914772611972511,0.5340764246662347,0.5190156011813036,0.29369769580734,0.5375012398047567,0.339904449450153,0.4967504436602761,0.305311611879908,0.3551318047491916,0.3887123347541774,0.2740648099130576,0.5026168145840365,0.4263186362678039
0.5957483555573324,0.4006827809414772,0.31625602797568536,0.5342271510640599,0.2780841962285366,0.3119706592296611,0.7338445209354197,0.43071829495350156,0.3498733709021758,0.5740340344584771,0.5698055512813399,0.6247970860334232,0.3138752211211419,0.5576366811705841,0.48343070893559376,0.7285055856158914,0.31348196262506883,0.5481816697903249,0.5158968304349577,0.36892723891977447,0.49085577029497945,0.43090918980940013,0.4204878231083205,0.5049457986130718,0.2990065214562119,0.41787324439181067,0.3214420760610794,0.49273800781571664,0.4314800058628127,0.48985800642749405,0.3973018129887734,0.4484311450303648,0.45861994597990763,0.3450561439772697,0.583677200548391
0.6478894259024064,0.3852398828946,0.218715213001232,0.5490190364953673,0.2486251679573065,0.24291854996340823,0.7210884382779748,0.3616901105109802,0.337502963496153,0.6003879914541193,0.5534772874471604,0.7077349132889842,0.3395906260386026,0.45172862186175583,0.5219481948378238,0.7769782999738055,0.26484543030909974,0.4806541240274593,0.4462856501372153,0.3272526754368008,0.47905854893189465,0.49229875214617796,0.4893764238363965,0.539702095420355,0.254230195660493,0.38698201818027544,0.24994662117090546,0.43959958467122145,0.5055781411513306,0.5151624985961701,0.4297554898961207,0.41797704141329706,0.4070338632196993,0.46688639641621554,0.530257952071989
0.7373868982174155,0.36071186138362266,0.21437694279236394,0.6313702064240234,0.23178585257154358,0.19556950507812498,0.764006652268962,0.4398845990017467,0.3685010352278206,0.7391186401411024,0.6285184188499331,0.7224927880472187,0.3419922127447713,0.6732640694378902,0.6046612985947928,0.8234940224751428,0.2859061321160996,0.48671177984379604,0.5180236485018282,0.34875990107740523,0.409935107783999,0.230139225913022,0.39968541041393724,0.31681435598883523,0.24730759988193224,0.603363672046966,0.3712302675947813,0.47365654770012633,0.33774816353679105,0.5254769122002949,0.4015271834551526,0.5190655106377078,0.5364537250288539,0.4217670788408464,0.568286304113362
0.7387361030251363,0.39947094497141256,0.14848919611248276,0.6242920726676598,0.16447495738860635,0.12382704330157043,0.7451564317055884,0.31924678389354366,0.27406777126139364,0.7198290101055571,0.7032035322527816,0.7116966984951824,0.28829390164492213,0.6109773025413895,0.6041438177904145,0.8390535262732657,0.2573019424776564,0.512938928588779,0.44826363988257095,0.27846226886033526,0.349741188501588,0.23733750162852055,0.432166900999108,0.32252697745776704,0.2436932205125982,0.5188757493956719,0.28114868343402255,0.4539821972553243,0.387795867519372,0.5591249768554578,0.4495399224724556,0.502213287828529,0.4950514229138737,0.2836768954892948,0.5449506859983162
0.6880349306634659,0.4193972805501593,0.2863804975577488,0.6167868434321425,0.31844460093496435,0.2507347599542648,0.7273183948952209,0.39754232892325553,0.290709433323961,0.6375750180653733,0.7127884634450221,0.6435287344149659,0.3097014719637518,0.5569744815168235,0.593978586703799,0.7579799476393904,0.37858221045864804,0.5488711754257896,0.48995736013913477,0.4290113019624973,0.34158615367681944,0.30088387119165166,0.4738935547622219,0.3893952622958576,0.2650694207109109,0.5147842038969032,0.3642765245448913,0.44603563302426413,0.4397952361418344,0.49838176295031067,0.5022985981969498,0.46363391454620473,0.46882367495793703,0.3542874191806043,0.5995832790362261
0.6411734083922681,0.4568288431567396,0.4171155367030178,0.6412451767262353,0.4003502895714683,0.3693334565583194,0.6457076988129782,0.4345658714682828,0.397406831865781,0.6974739330936337,0.5800415241646517,0.6109753021386988,0.5828252122527822,0.5459660903798609,0.4923418119031278,0.7573328766724925,0.3869564868854578,0.5465524950680872,0.7166887906833512,0.4896941116429634,0.3421903752209879,0.32238630702704774,0.46071362935567584,0.3587498397254112,0.40571518647474764,0.5514765034893694,0.4354955960388386,0.5199735483597816,0.5013695633969248,0.5306210093870096,0.5243608133378215,0.5191419313336721,0.5061120534498047,0.4115681857657889,0.5820314759540286
0.6825911636166224,0.404282835958263,0.325563546939876,0.6394941935920299,0.30364772399931267,0.3427076911383212,0.6527361901966995,0.4818193714060226,0.4150923131967647,0.7038641159596617,0.6190463825164964,0.7116840534413608,0.4862445071754299,0.667383090296483,0.5568269098361318,0.7924498380252134,0.4038759176839327,0.6022369249449525,0.656124626323965,0.37051570955723245,0.41479709228647826,0.355649819789395,0.4408447849572662,0.36804205535256435,0.36373611923917876,0.5587484447896044,0.39903214568556883,0.539015592171066,0.4580928500959406,0.5663409910589956,0.47895939023758,0.47245468366205456,0.5716337882532969,0.42475450859121483,0.6570548401012958
0.6262012970731793,0.4045850542103942,0.32078483601801117,0.5809501100154052,0.26562136421083676,0.2673326780578595,0.7710848623999597,0.4368805774341624,0.3585381494349253,0.6346771293368703,0.5980811432971637,0.6580770795855847,0.3576391424006053,0.681316121199504,0.5522555855578046,0.7790222677605332,0.3507772937653581,0.6338646800106377,0.5712300724262881,0.39691545359881464,0.41134169853210806,0.37792590522074265,0.45990725393596743,0.45137209452317695,0.2985788686609205,0.5284732864013916,0.43518230497680116,0.49307083029909826,0.4175480688908359,0.5053817457481161,0.48304851196289045,0.5197834253276941,0.48535084916544075,0.35971405111792026,0.652727362379084
0.5921560060782253,0.5285653454146934,0.44280827428821024,0.5552064624129913,0.5199886227947166,0.42183031155592793,0.6125723153824648,0.5558054246815946,0.4043202660731929,0.6333414768373639,0.5408535532533133,0.5963107675956071,0.587736446272133,0.5771894977568388,0.5157147331605154,0.6969066721169496,0.5134607475779687,0.636658705216567,0.6804563912147797,0.5974430399515532,0.45126217112239586,0.47210874562415195,0.45917245966026576,0.5142486421139975,0.4199045614331163,0.5478726562924517,0.4448195866333657,0.6034030972600717,0.3801141618097052,0.5493583370891572,0.46538760928736767,0.4496002425060169,0.5277049937009499,0.48446393812322236,0.56108948481061
