NXPH1,PVALB,RPH3AL,ZNF703,LRRC38
0.34294290293868895,0.4620443468805229,0.44368425568066305,0.4939381787230779,0.3591538474186539
0.3666873904730968,0.7285055856158914,0.3447069738637436,0.45934168994036817,0.5651010560582318
0.3248467381619652,0.7769782999738054,0.39204168519582144,0.491624361774303,0.6645126075554278
0.4795969875838109,0.8234940224751428,0.29129113265893436,0.39099505327185735,0.7695978610696774
0.4139832125016983,0.8390535262732657,0.29713778397720697,0.3816093424432443,0.7563374948603792
0.40232449255538977,0.7579799476393904,0.2651812339485537,0.4761333103047596,0.6291305003933929
0.4675567942478297,0.7573328766724926,0.38192570255139774,0.4876426947292442,0.6177831933432719
0.5015163353584153,0.7924498380252133,0.39599489760153644,0.4060502197283098,0.6692803796076998
0.4617707076603781,0.7790222677605332,0.41619182664401994,0.40143352568716323,0.6719041346364268
0.4867637968206305,0.6969066721169496,0.4583159669118581,0.46904292011806886,0.5683502844678255
0.43754354324679673,0.5734972841166015,0.41917959330478904,0.4785682516194887,0.5217792931184415
0.5824397870911616,0.737337992519279,0.5461439772708001,0.4346154439392937,0.6991548233082817
0.48959333472285316,0.7840874036699494,0.5410523414442242,0.48519928672843077,0.6959791178704983
0.5164735371872883,0.8415581151871,0.46198958666345646,0.5090848500697448,0.8032946232099069
0.5458955605936382,0.7669331565686984,0.553157628640324,0.5611595550291367,0.692747858758088
0.4373491315796542,0.6457674754468327,0.4412976406490537,0.471754514395973,0.553567977015044
0.5139830070801317,0.709739730413238,0.4801877705814924,0.4413380293826146,0.6472586690861032
0.5308035271220152,0.7675983520466901,0.533984407861242,0.411474476076997,0.6553148567404027
0.5641059458984266,0.7489941782922271,0.4400435775498844,0.43782801223095574,0.6541282001646256
0.5103017430297336,0.6978883564874913,0.5064156399205971,0.3964364259122379,0.5735078715419227
0.4601506351891535,0.7341070677158305,0.5157370075173762,0.3938517889914359,0.6211274962926817
0.5791612007842681,0.7613212619472357,0.679418430586271,0.36171844277563026,0.6197864392401996
0.49652301519909003,0.7346401957807641,0.6943916859622403,0.48321205853026594,0.6687208648431316
0.46839370895946447,0.6624203286549384,0.5278731750628167,0.5052816198220592,0.5559825871617771
0.4200065605581213,0.28078480240202086,0.3757253544732413,0.4475000382745267,0.26172872804261466
0.6242638782796103,0.4671453009713491,0.6569215739469147,0.44797597629423286,0.4802575533873846
0.4797481705292142,0.6568989752444568,0.6744514524808748,0.45424249617144646,0.5194457397816646
0.6550735523097854,0.4310945716658811,0.701905433018397,0.45081956222478015,0.4567177417113309
0.5050675746131509,0.6335903063488552,0.5240392296450015,0.4856690960701915,0.5273986130907046
0.5813015785776059,0.725867204347519,0.7439853083564664,0.4767238954864322,0.6862973221928892
0.6237151381474286,0.4549188144864033,0.5927849622313303,0.44115475768684503,0.41658040443946714
0.6275557668259885,0.27486723763783005,0.4203831386411366,0.49917791035387643,0.30220859942586176
0.5058223345374532,0.5212877667343152,0.4663601153977246,0.4711108633697962,0.41063942852533714
0.5153791743685568,0.7356476137604652,0.5779187382377543,0.39519374472502516,0.6015920689367538
0.5890250766739998,0.7278177656965649,0.661424834367966,0.5588526677520496,0.590230612721245
0.4479499875393865,0.7680277908809614,0.5628594123451879,0.5382851977102745,0.5526896544713498
0.572648553195013,0.6270999893037218,0.6020226596185486,0.5325938777110609,0.48176605479507356
0.5284927604435447,0.5123100635074528,0.4316312526805525,0.4649616443647595,0.43022611992863785
0.5026209500709452,0.6499434271714065,0.48478495101793356,0.4698723143747679,0.5221949443335047
0.4891373998061071,0.6790395169145794,0.4594507247830876,0.5293404730492983,0.5761071854482583
0.497013900627943,0.7047000529139188,0.4646640093618823,0.48817995863223135,0.5558062275403852
0.5162259399124147,0.47393027379861774,0.5474707628867804,0.3737183152939998,0.4060969117412182
0.5868666510428506,0.7058289792283586,0.6178514501968865,0.5191480186033763,0.5684206406373855
0.6795789987572952,0.49759593250309214,0.6990996969861655,0.4093041573887517,0.4554047454843398
0.5625066361844523,0.5997905098347486,0.5849596552318443,0.4798966144193136,0.4775820422574098
0.5481338717924276,0.639968974535495,0.692213537908723,0.48332052597593594,0.5703048527613404
0.4471785587341416,0.7633422288846295,0.6541351182033894,0.2889308478118268,0.6174305199898613
0.47033693722726955,0.7023092409505722,0.7251636631444945,0.3291958157259498,0.6252702393640825
0.32141718950533127,0.621020144816476,0.550382844683915,0.4683420529820119,0.45725295357833307
0.49429426907473356,0.6811070853037379,0.5747962612908714,0.40064217506759653,0.5161596697956221
0.3852941192445347,0.43700607115216894,0.44587345504762954,0.6486973760314175,0.2930588736212898
0.47747753834341206,0.699948854806999,0.34834255380270857,0.5872267083340117,0.6154804968536906
0.536656355603714,0.6477001907380868,0.4421838297724773,0.489963046653685,0.6058257954282367
0.4167643676899821,0.7905648319004772,0.37016643828628304,0.39786500038019873,0.5556385926363844
0.34015563335138144,0.7724776374331098,0.20976339860827997,0.3607944891632723,0.5572378519644244
0.43597846430029374,0.6022127267952229,0.40288294128270624,0.47913071119099326,0.5025728931209852
0.5513354735604882,0.7267474164388867,0.40338448398945337,0.4282086291966575,0.5839896864877366
0.5465338462515645,0.8769183951463886,0.3267886480759966,0.5662101452151864,0.8600305233846985
0.632296515935361,0.7603430791136756,0.538410206060667,0.35821696946417303,0.6594110480024937
0.04230181418758352,0.617747390273929,0.3150501539616395,0.5711235505048504,0.1590211863943097
0.39619860291598397,0.6990197368297087,0.5155581831895755,0.49680051527265606,0.6028211736468676
0.397630886607344,0.8145600208897189,0.382185155743225,0.6007982542630093,0.7316540489335367
0.4929341860890438,0.8310072454919971,0.5542415737986163,0.5472831578595848,0.7411314581130863
0.4308458368996742,0.8210787077338497,0.4329343648560081,0.5275464928720447,0.7713751932003159
0.4629621963514345,0.8690588205270444,0.4368291182784261,0.679223129339114,0.8610064625879479
0.4685954715653924,0.7857194383688073,0.5323130566909562,0.5376799744502059,0.7417153445689553
0.4851763470455728,0.7778689442634414,0.22265144996074598,0.36979605392423903,0.6621836684470636
0.5212491507020263,0.7432256383735515,0.4095355040215073,0.47393667979076104,0.6802663179845617
0.4835385065597845,0.7287597647540373,0.5053033093303195,0.5822775265451815,0.5910808868389664
0.5929742101881998,0.7792413174165915,0.461832707162139,0.29928375085140524,0.6846437454118945
0.381031228958902,0.7317272436120177,0.40645150796274937,0.45007913713419456,0.5941485864109182
0.5529797903140078,0.802481836572485,0.5814260364087843,0.3567512359488541,0.6955513895332299
