NXPH1,PVALB,RPH3AL,ZNF703,LRRC38
0.4858977608257786,0.7763865571518405,0.6528647641568304,0.5188405170561728,0.7727093793498729
0.5200856811922866,0.7526290169173544,0.3289827200277615,0.6085667700436252,0.6159905264838677
0.6747717493504267,0.6010952820007835,0.43180044401095496,0.5849538322157128,0.5613288298962317
0.592956044883236,0.5480628394561932,0.5854246632420121,0.4582346132162049,0.5035745084532767
0.42452927794441775,0.6101294386257003,0.37400839264888397,0.4758768947449402,0.5961863479692943
0.586309465915837,0.6671636505811338,0.7120706248738993,0.2676352825080995,0.6127016197899189
0.5962841289486831,0.44844182112769454,0.5938281109629948,0.5073605041683648,0.39399681099794037
0.5378027532383645,0.3271153352635645,0.43206331163385064,0.4825668268627409,0.3625686145798809
0.31218155097304157,0.6813589298675622,0.5373226085453532,0.6732919753960869,0.5509193887690577
0.5136839831315672,0.7562372091990206,0.42880177692896904,0.5560443174175248,0.6404586344013918
0.629613980819854,0.6844446417886846,0.6206597631952632,0.3370952117696491,0.4996806542193327
0.6228054263971007,0.775225074749759,0.6523646413589946,0.4423337219950868,0.6810757399239136
0.6884685240120751,0.6695688064875986,0.45402981701692974,0.462031994624438,0.5187622565705793
0.5992752524924627,0.804868517252542,0.565165472242451,0.49207332647366786,0.7589017517214001
0.5031234190223082,0.5128832768860988,0.6256362360376047,0.44107310972249547,0.44333801233018816
0.6412490928415909,0.5333631729976022,0.7726042551642222,0.41101032237035434,0.5721706952241532
0.6432994008201312,0.6741236831096966,0.5448044576799023,0.327661658529249,0.5899549908605124
0.35022927619658156,0.6401433917389499,0.45640048612743833,0.6756653217004485,0.45123488936504386
0.5136248408805899,0.5347035538174884,0.4417752855417173,0.43158608670438137,0.4957299773877958
0.5368748624780436,0.39377123176823553,0.48002518131394734,0.3826063500564496,0.34060617970826695
0.5343028591050811,0.6745200630832913,0.5416654391840063,0.5373605882676481,0.6228752344867631
0.48262578882612284,0.5625477654428697,0.3434081638959312,0.5388634548360905,0.4282292805558727
0.5297633166595701,0.7538895593982469,0.5435416376219264,0.43079820841304894,0.6479629838289238
0.6732156241663437,0.5574769765285956,0.7296284198461007,0.4135083629912608,0.5162559425943178
0.596209143388321,0.652440069822813,0.7083542153418501,0.2927316126146457,0.5781763732311347
0.6009702884114065,0.7202958319217267,0.682974599600655,0.5464448540726954,0.7013675569049096
0.3436691763203113,0.5812660279639081,0.3914468066005604,0.7099452419163682,0.4371185064351183
0.48757665360629837,0.685890032351818,0.5740187330179691,0.5218295579237715,0.581177533553118
0.16412581750821834,0.2708460812555637,0.44278249771102346,0.7425438772667161,0.08360008988269738
0.3299686898462263,0.08059703222048843,0.13033575951684667,0.5427960896312016,0.07155246167645436
0.4738448216976594,0.8699835243539682,0.4653648392259015,0.6193511347679115,0.09921148248130286
0.35085285392646587,0.5993836360756035,0.4392946204267785,0.6340967344482631,0.06853775436770036
0.41807973263830345,0.02002665967178881,0.27295950019671394,0.8013751572335626,0.2315409393866204
0.2632093425138908,0.7380118317488631,0.5532460519792273,0.38985186198705146,0.06956015974104778
0.20957053374672246,0.2817554830239822,0.25677597521747364,0.4667858905915188,0.21748831943162195
0.19028819238565928,0.07980166643080715,0.2025427362931863,0.5533602510811094,0.17360866358396934
0.2369595057829237,0.296381990014933,0.37943808583152755,0.6279692947197507,0.0941606490764627
0.4128583194340696,0.11171209737769115,0.5165859698164509,0.5838733327533802,0.0758675815887324
0.417606556139193,0.844962714353159,0.4933162955937785,0.5460608384248954,0.11761798131593905
0.5680881866493758,0.7136363239838386,0.451875740451915,0.585405884654625,0.06923578941334443
0.35464513454086427,0.03146644490791146,0.4431165084695279,0.4453889843251651,0.11818587319697103
0.4837016304459356,0.5078221933657189,0.7152166940116728,0.3910695806599063,0.07798100152376344
0.14089284413203426,0.2648329312159961,0.34364769360172004,0.5102822834212768,0.16455704817464575
0.3107439941114924,0.04554927369367118,0.3565699206921824,0.5126244929238855,0.1719762261937697
