GAL3ST1,HHIP,MTUS2,SLC2A13,PDGFD,TOX,MYB
0.6426674426016492,0.5918310690071754,0.5749802410699665,0.5041520080631112,0.49694703141591656,0.6960214536019924,0.5080012988254438
0.6507427858325818,0.5550507590135538,0.5468987678610506,0.5042154312893022,0.5145951614757611,0.5914646052549936,0.2606921471213706
0.6040091501800461,0.526676992079137,0.5396387313477964,0.5310816847098229,0.44106713515875173,0.5410289896845495,0.4052007884420519
0.7254951670092746,0.6226947317108678,0.6748572568793683,0.352867921101714,0.4894716203303788,0.7045655771063337,0.2757567163931923
0.6921670636202062,0.7177499953205259,0.5661000180157563,0.22297810901708193,0.42012646168879497,0.6846680028149239,0.2208534755828777
0.6358442523907649,0.4828603275597289,0.613754610803585,0.4078182480766359,0.3969808738181448,0.6412765868963762,0.32974793299810223
0.1940216848494856,0.3075805907095595,0.6167164496829232,0.5937135958464629,0.5279156888031028,0.818737809170719,0.391528709723585
0.5012830186270032,0.4452761379451562,0.7330352782638245,0.513846949039856,0.6376163277901105,0.7419658809780911,0.5219955937814571
0.49646347571336413,0.45903730972550205,0.6173057610529034,0.3136518355142295,0.5126467386667536,0.7831927077502918,0.3784961472405009
0.42149506980938173,0.5530218114743861,0.5035128443619423,0.46818299516648554,0.4363560256733554,0.8640926841836235,0.3474055112570733
0.5668829164891649,0.4741903446172724,0.5953748766851876,0.38489994894418444,0.39324297462387325,0.7510068629797396,0.3000328956379885
0.6829473761447751,0.5593033560361409,0.4352775054289465,0.5020704253322582,0.4560914366264793,0.5063129429789707,0.5098247586600646
0.611961493977383,0.5598316598099362,0.4510924061150281,0.5180722722601473,0.4193661191408409,0.5728611965842638,0.42918991430401593
0.5325688304015863,0.45329943510563664,0.6665796961213619,0.4916276013521839,0.6413137386100365,0.6679480220117328,0.4851404519910083
0.47138532788572296,0.31165134768081587,0.7483273321373407,0.527468006001492,0.46315850619216814,0.7863445247359571,0.5341335888843193
0.45243467608142995,0.35884723822622067,0.5332985360794107,0.6398853591977975,0.650694827350798,0.5806409764560266,0.6368775990484112
0.6207968261482897,0.5522960265961463,0.6846576796198998,0.3580145313728511,0.5273106371188521,0.568325682789345,0.35183999514571423
0.5602447536193557,0.50685627386973,0.43585070663402714,0.6402105892529653,0.4043933600841053,0.6459400736889365,0.5107822361469985
0.4606537600689329,0.3913554902745232,0.42137015464430794,0.6192123289756651,0.49636256021418834,0.694179741836912,0.6061597497665214
0.48426947844969703,0.47435480834372956,0.3970386461671672,0.5886697732502091,0.658328930223335,0.5519599788829418,0.7087032991431508
0.4730801250967803,0.4446018350764766,0.6086637439595127,0.418679823563117,0.4183633847014625,0.8388907198450062,0.6639138257136828
0.4672088407829058,0.41983930303323524,0.6154754897984811,0.5936414735303281,0.6072431513312747,0.7427914413505625,0.4602309354672838
0.44432943946825787,0.4768193954691358,0.432272974263312,0.5246609006135414,0.572301810890046,0.7300730218107268,0.4904975422398323
0.44525894977566044,0.3486909167995001,0.535608144647376,0.5774885175138318,0.3547914733449337,0.7214962176592612,0.5345862611886261
0.33710691713020063,0.1898949678019754,0.7473309302752085,0.4733688105529743,0.4747502315909349,0.694394948363998,0.39363272686985173
0.579890693772562,0.5500984558110408,0.48189397869376766,0.5739941586163873,0.4837458411699326,0.596316565180663,0.4057793188215373
0.45502756990815457,0.3614501759766009,0.49381536948455884,0.528079236926116,0.4924458918937115,0.5185303069764153,0.45510208852857625
0.5199700765303442,0.3651360481075346,0.39640403403321833,0.5995918900201248,0.34783321888917673,0.6669812498477073,0.5019757921622221
0.2990000094591756,0.33308649548071934,0.6570407770413296,0.5085997305778437,0.5039948784224788,0.8272724096884547,0.39799171389675475
0.4880130012134418,0.4046801073831297,0.6933474581862098,0.38294907391934024,0.5752211058457058,0.7087179413978213,0.46502461491928004
0.48905506220517947,0.5225063113973761,0.475628110716243,0.5843271964635959,0.712305654981412,0.6724526580361723,0.6112051178586024
0.6071703781193147,0.5110836895717378,0.3937074092098732,0.432605064289032,0.5646397451254629,0.6215976624087081,0.4351226637336178
0.5766333674345525,0.5294397567059532,0.5546668976711062,0.45790498372668875,0.6278704491393994,0.7020354538363793,0.5399692620543264
0.5864455748799149,0.5786156562032957,0.3774213074716447,0.6436656816675351,0.42568056749643673,0.6047947023872341,0.4350474203223169
0.6571145199296791,0.5663402723735385,0.43659067820537545,0.5071437092553606,0.3718962716509867,0.7018809705935282,0.3998545807073071
0.4370131951872545,0.37063008240571266,0.4049072686727236,0.6671983889100499,0.49764649489501406,0.7188733678457834,0.49692813166512906
0.5452548095563181,0.4550475743587008,0.43413166506997547,0.62164531626885,0.44118936503029743,0.6260032737957137,0.49019255928527594
0.5565892057152186,0.4262146349571799,0.5526173430460262,0.5805385656362585,0.32246466376743843,0.6323740624023755,0.40799722083188356
0.6507212502093215,0.5353390395514347,0.5630047396909945,0.4878038911893987,0.3467997390875906,0.6981735403360607,0.3291006355411219
0.5099578967825343,0.3563722485329446,0.5242657245086291,0.5448900902605459,0.6961171830652868,0.560815050096527,0.39240393705561993
0.3644163697784153,0.5868494844527158,0.5336156600954047,0.376820759601459,0.25610659695992927,0.12208650039156373,0.46798901233829204
0.22452452049880178,0.587263570855219,0.39503737973063324,0.563926595038251,0.3485215271181692,0.26425939954820826,0.757877777556978
0.8197912315433977,0.800746409311162,0.4815839207262461,0.6163461813771346,0.18708308842198396,0.42514280721954223,0.1245844985736271
0.7502105617556198,0.6777370976323005,0.437339923505751,0.5987439986211406,0.2547938530444529,0.3719593209492277,0.2386658179354735
0.821725398368246,0.6078912261343444,0.524277032524062,0.23431295381781245,0.4504110551907855,0.17071760527526206,0.9876983881328301
0.9635667943282533,0.9281349968183593,0.02973084818287359,0.06017718435789984,0.10749549035404204,0.14193638134643982,0.1116528039446473
0.6550905659509588,0.696777084790245,0.4258757487732959,0.2741311800295554,0.40436423879541883,0.1765872933577513,0.5953761460610392
0.796790867948838,0.7956440665399669,0.43641711881708145,0.23174894653609363,0.4914325204544131,0.11250435918756062,0.9783862063578521
0.36203868089313646,0.5366477931325688,0.45574009743368044,0.440147415093505,0.33829189233895657,0.19683741377811592,0.5341153431712278
0.5006939057221556,0.4487109939515213,0.15978821970588666,0.6084363860593026,0.5700417359424913,0.15799262119295618,0.7137225561114744
0.8057693843266595,0.8089701450050377,0.4078336338661522,0.6496446919832809,0.2255197598827259,0.2973135854792326,0.16252472469116527
0.7277331579798112,0.6918836960246096,0.5169390147747309,0.7558659335758832,0.27887211473842,0.40682856461008027,0.23732664485354105
0.6073220072388877,0.4260350053657766,0.3199601320135655,0.47932883094967876,0.5260032187920674,0.19477944901529595,0.7166929647180184
0.8110977311852609,0.7608512033005121,0.05316447781559535,0.3136341863584303,0.36823655017811996,0.1356734386041176,0.15552017257507833
0.7433046108646418,0.7745334188788409,0.3070861283151452,0.4226815376565652,0.4479035231061663,0.09540881634424203,0.6738483980800014
0.7665159482404351,0.6927933928602416,0.3472099893348306,0.39099220906333115,0.5245750310892235,0.14401972842014352,0.9555714252440782
