GAL3ST1,HHIP,MTUS2,SLC2A13,PDGFD,TOX,MYB
0.31324259143036504,0.41551582705584544,0.44998033117862457,0.3072647824253249,0.3969963407055974,0.2705403138860934,0.39797181260604325
0.48003092152429366,0.5115074336655595,0.6472003468680921,0.44643268439866324,0.5629978887821251,0.5791098773257638,0.3143721352138953
0.39163504478960415,0.33727814088024877,0.7016092972971039,0.4005237352849762,0.41735175496699256,0.4968044548233654,0.1836930487010574
0.3915144195099111,0.4169411023764219,0.7581335392842501,0.5242454424683272,0.5415437334249698,0.7064815749827659,0.24685130643705638
0.4874526136720923,0.4723620420115685,0.7508147382781143,0.5276080360833687,0.5597327490520795,0.60608053347261,0.11262197855436828
0.4766854279427471,0.48555009683697964,0.6826507664667582,0.5234608974387103,0.4648896017587189,0.5770927072736807,0.17171226589420327
0.4730171645763514,0.48829858702969064,0.6195850528649399,0.42460325539649,0.5119954786726467,0.7452234073518625,0.3575599727875124
0.3843168159957944,0.3833536693301999,0.6605440950428554,0.47920439756969724,0.5935421022864711,0.725851186617502,0.35265128496692366
0.46391846699852907,0.5192267265603747,0.6354900964749799,0.4398579234236264,0.5595158575684328,0.6647725670129071,0.2503087576065351
0.537928819534908,0.5471456715648161,0.6457415627770778,0.46442019020746367,0.7137312641891326,0.5895209454653858,0.45727842531470775
0.6200273869682177,0.6462884371569372,0.5676915246150284,0.5282619162651548,0.5912651269888002,0.47482027172295255,0.49754074410685156
0.44736663353382117,0.44088712034584576,0.5864536471958127,0.5050136345880452,0.5917588055629194,0.6316754202633087,0.5330882711501147
0.5573947774041905,0.47183320162085723,0.6001324658682466,0.40336693181430866,0.38721178271479806,0.617229590866036,0.29668276967587076
0.6008689479594326,0.48786599022859883,0.7503377789327407,0.3592620471069264,0.4252535273420374,0.6530371548401765,0.26017145429495575
0.607756496539829,0.4636382943801651,0.6254929136828604,0.4147530889682706,0.39084730823014296,0.6004070760946194,0.3034659748035607
0.44943979556993713,0.47450805833700516,0.5901966926569698,0.4624495310994869,0.6203410623348172,0.6104425514062699,0.5280415222942471
0.536543338396339,0.5058192001470098,0.613935635311428,0.3882765549670639,0.4524475001074533,0.7350143259175901,0.4637188849789065
0.4092856674303469,0.3965166347333375,0.6492545293364754,0.47014341412793703,0.59398456045408,0.7502761265951529,0.4297675972179047
0.47825316639004056,0.42923377543660557,0.7136783104888108,0.4375977847225732,0.4670077284335223,0.7137299138403209,0.35839373772940386
0.43856611476261004,0.44030161831401443,0.547819969193219,0.4417858005574163,0.5534841479202298,0.6748846708420541,0.4189908131233637
0.4942493498776681,0.38066131681175824,0.6393883789765574,0.3901825175728924,0.5649190933716448,0.6732403032913593,0.49313923851985636
0.5730721996971104,0.5545105777382544,0.5450631152067443,0.5167083905338571,0.34000014860991107,0.6015911472788873,0.46304873412417324
0.5526763282807088,0.4803026409779167,0.5115816040448138,0.44916114107614297,0.3053950814273398,0.5969693875212333,0.39725398997957767
0.41704984727285543,0.38566181381506515,0.6008215891098615,0.4904386982623256,0.5197875127817874,0.7444008322693142,0.4538492510113931
0.4822494055058617,0.5620818069299627,0.48217522726719375,0.5423743660163584,0.5001894859638598,0.3440471671983181,0.5686795885257535
0.43712327606259943,0.4295500982279866,0.4686768561763229,0.5692303961648901,0.5095884737817941,0.6040547220561356,0.5948543294478751
0.5469031158974904,0.5138288248954712,0.45006629186832886,0.5474294572246187,0.4174619731627514,0.6558673615380111,0.46669125560957697
0.567197380053835,0.5017027511506238,0.3555234557557736,0.5332336760272847,0.370916990355457,0.5399598548144449,0.4736923397607014
0.565081043704505,0.5176654822522556,0.6364166791662645,0.5001005462349596,0.47040357148577455,0.6111062622202055,0.41094665187001295
0.42908273424346477,0.3413366716797576,0.5353895841151581,0.5077040253553232,0.2730630205409815,0.6117034029010935,0.4147302458560862
0.4572124992582673,0.4549245738328793,0.4372804956598882,0.6081090689760998,0.5415833153071824,0.7163030461386711,0.5558941115655888
0.4350351786364164,0.4194912784538262,0.3557268301655981,0.492297920456193,0.5749010201931359,0.47542946185175206,0.6678572190055062
0.46251073657975383,0.5021428885341351,0.5228120227076712,0.504543920692084,0.6240008327995226,0.6407512172772979,0.591261976038345
0.47498967170582046,0.47274956292239284,0.606992230795434,0.41057641716419074,0.5339182485248849,0.741405502235042,0.454938719413367
0.5482395984447873,0.48072291784335225,0.6471544970143371,0.5338086673373651,0.4462020290829786,0.6854506281952126,0.4730589946423971
0.4525320077776898,0.4530068609748821,0.7135869705520517,0.45841660691616487,0.6575967330021215,0.6668559408789174,0.3926388089962358
0.45075132374720245,0.37476624611545256,0.6677123938620119,0.510369343626517,0.3765898782504797,0.6339670083507916,0.35434969012755774
0.48352369185890903,0.5066291036649277,0.46790155863438193,0.5554836060250853,0.6657981159754008,0.6445715266690549,0.6034725440953391
0.5032451546216219,0.4992531719339877,0.6161054185484013,0.4549708772361088,0.6543789002856766,0.67219024457191,0.5457826821030561
0.5546291870286033,0.534390770970124,0.6738087751856915,0.3982999208491731,0.5902007418205567,0.6821612376615489,0.4740985025738449
0.4227905220601052,0.3890473152325584,0.6577042096391985,0.4840851208728285,0.6019856623412184,0.7252399544826521,0.4484896819263889
0.5102167472231373,0.5629368149876325,0.4199335583282713,0.620298571199805,0.5197740098401044,0.5503827259402818,0.5211593306915436
0.5018063972550824,0.4843255021256283,0.5771013053681926,0.5487112094380425,0.49006664101035086,0.7093748153943849,0.47232540121560657
0.3871515000309039,0.3028769392595408,0.4769448402953273,0.6231266586283947,0.4760937647477963,0.7246988877081035,0.5244332488739031
0.5703416770534794,0.5911581212458633,0.488424022322683,0.6117066553582813,0.5678524272992935,0.7034924021069536,0.5105102384598911
0.5079462180298621,0.44571082905001574,0.45433361749977436,0.5456589032579219,0.3958642986250845,0.6267496923210494,0.4696881380060122
0.4656916714872955,0.45475067250529844,0.43572058222442145,0.548125544099048,0.37310741303471173,0.5374996963326895,0.4935325213007274
0.5440363692442323,0.5041472949021854,0.48227848506582804,0.6150356448333729,0.4212767632558087,0.5403688523888727,0.5662072510427325
0.47787112487193234,0.5801957857464837,0.4990075161200362,0.3906603938347551,0.3912087921752938,0.49647868383813076,0.28887384846611863
0.4788451370373121,0.3826253649729156,0.6233612759027036,0.4830963600124473,0.5489398948313634,0.6179658242874857,0.4297831330197277
0.4089727343497581,0.4914735442403302,0.540233595835703,0.2761722675434463,0.3562995906012838,0.3892707543916497,0.41288024996329853
0.5128257493700494,0.48934558994215094,0.6582457172077776,0.407029411818036,0.42492897177907285,0.7536548790115918,0.3929930776656096
0.4644547018865689,0.451883746206056,0.6127452777717174,0.5373035715344925,0.6024986572093121,0.7485253781809502,0.5911880399823888
0.37881700097815313,0.4915260069672609,0.7371138469738518,0.5679741975671536,0.6831978708705302,0.6631661794444158,0.24021694994698833
0.4118153295772462,0.44633700541029836,0.6669475184045645,0.6080597133462645,0.5176524277887328,0.558182149783806,0.1574597085557652
0.5439749131968805,0.4650258103473629,0.586116049149658,0.5514247668836895,0.6531181593383464,0.6673235290663448,0.315328438666526
0.4778248431944524,0.5987589361263428,0.5879123640740769,0.4973790954651972,0.6242039708190048,0.750642306077836,0.3665468084039739
0.34953200189899786,0.35407168849523196,0.8725064368217079,0.3101011110819596,0.534856946884776,0.7944157172725941,0.35437320226001867
0.4886215707448134,0.5958162118262156,0.6309784065725919,0.5711900766495133,0.7691499570128497,0.6501266051394197,0.48455277781315853
0.747404207148267,0.8589753977734469,0.002994495494691746,0.12529533235561335,0.4070763838631884,0.12567803109972794,0.12900359381402027
