CHN1,HR,HTR2A,PRDM8,TRIM66,NTNG1,VAV3,TRPC3,VIPR2
0.46143460998509483,0.3319167394723839,0.43315736690478207,0.40473158769604883,0.4263449064566342,0.32713875253021857,0.4253869284403586,0.4051279503760102,0.3114541881354402
0.6806852776332928,0.7645789144739017,0.7460800784480636,0.5724390587823315,0.49823245666127636,0.5690015188213654,0.6604961510642043,0.6971794604825855,0.6761499935118
0.5540448866533106,0.7256760914655368,0.6623134954831343,0.573133426416231,0.4730607789857284,0.6206639867574953,0.7565229557723591,0.8215267360388463,0.6461789286240031
0.7805830796359391,0.8725534378657187,0.8403712827832391,0.7102159180618576,0.5649857500735898,0.6965973413441622,0.8131978459237305,0.8430333350385603,0.8620593042908566
0.6862323191553273,0.9227368305663708,0.8390469799083456,0.7658007279257186,0.57841977883988,0.7483869860085756,0.8633532080737691,0.939969456123349,0.8913814491209561
0.7167179451362217,0.781111345762303,0.7626616033764385,0.7126444836657422,0.5136365325232571,0.7031290595989083,0.7270580948189044,0.8117235076342922,0.76689926566709
0.7757005964043648,0.701303360869158,0.7708655609684063,0.49268770791065225,0.4713625042096812,0.6102810362873032,0.6414035554681955,0.5952084353253541,0.6297841143814695
0.7750271888210454,0.7847471719035701,0.7878076715080574,0.5765033211777751,0.49675019761912714,0.5909497271148936,0.7001603437630194,0.6576123475896896,0.6744969537394265
0.7378886226598964,0.8184759926988422,0.7928508215495697,0.65048107424812,0.5058546399761337,0.587422848042761,0.7199812960666042,0.7318818748551911,0.6822159825158457
0.6895845631342779,0.6279156535692026,0.741444999201405,0.654445354209701,0.46825356792865036,0.5047448458117588,0.6109254040787561,0.5691220106990721,0.6092883319772212
0.5575875106039446,0.5220464440773209,0.6375310707888285,0.6028181800061314,0.589996581474565,0.47098461385687923,0.5979774117130202,0.6348552264740901,0.6012896761707346
0.7417915262057404,0.6436362730271096,0.7520055967914964,0.6802467694576753,0.4489217174705469,0.5560773140200946,0.5583010815024073,0.5270932137586463,0.6281382870438482
0.6966060874690284,0.7294558277948426,0.7100708788804413,0.6174699927988766,0.5048845040392725,0.4973947382927781,0.7076406723741355,0.6278180666584205,0.6560231516030169
0.7363895507578683,0.8088396411810992,0.7133352455446818,0.585484826777234,0.41603677834558694,0.5239048250487626,0.8185270864168919,0.7558185660186573,0.6965183154741182
0.6929110616990042,0.6403275854276649,0.6478097918081546,0.5521300239706343,0.42637401593481844,0.43605885932437594,0.658224661816295,0.5821252610816019,0.5630513819453279
0.7304194188028159,0.5987034929674245,0.7263747954764458,0.463829771110521,0.4858476802705498,0.5197623261007586,0.53668511245686,0.4671728377555559,0.5557461345794611
0.6538056694035205,0.7150772149017904,0.6634218989334283,0.558306475152614,0.5400169189866245,0.5392819618874167,0.6245875179927266,0.49792148075567755,0.5344998259004663
0.7446479786584232,0.7734049741842098,0.7712430135275573,0.5683488161914894,0.6032809682645808,0.5525879561645745,0.6160684613123136,0.6180697065118061,0.641953193489707
0.7596859982441698,0.7540516017604508,0.6929393077250413,0.5397648413630349,0.4713870263615556,0.6066913473334989,0.7587731455396615,0.7062678899838749,0.6967637475139181
0.7384492668831126,0.7464230456590756,0.7305833593483402,0.594907665463305,0.6082792356929965,0.46386112939900886,0.5177913890339313,0.5488433823241915,0.5805979303085381
0.718317682013257,0.7088604970709326,0.7240958504470966,0.5878054131028946,0.5542911821406601,0.5061211293960611,0.5795946013072589,0.5239467029924837,0.579569669559028
0.8082035003575825,0.710318770822005,0.7347511157763007,0.5153470238335602,0.42398036862323635,0.4846766359032899,0.5116961957489906,0.5472492689019547,0.5999650091973873
0.7067812806060574,0.6928225275680951,0.7334915984277165,0.567756961148456,0.4955126479790674,0.48138295428474936,0.5259377464439166,0.4971150725049422,0.5441751657169241
0.7491200607089876,0.6541137743554367,0.7512536616230924,0.485274970052144,0.48814486869826706,0.5480196387355196,0.5555852925377052,0.4570323477369711,0.5282009983499933
0.46839131499139575,0.37649927287641727,0.5539149753565139,0.5301590144481784,0.543245013462113,0.3061526827955326,0.2870981782438561,0.3315958088916805,0.2664249148984389
0.6770539746489412,0.42481365669824644,0.7219374806481905,0.6093599162469905,0.4998391461816148,0.4895698013150618,0.32638298992429726,0.3445462056724884,0.4866711804156353
0.7506284209256898,0.6614945917172849,0.7409449485569494,0.5248071146598897,0.5204192294815325,0.51572804112486,0.36715974346631614,0.45280722317259303,0.62246760143399
0.544206598902056,0.4518239413496908,0.6097627972563369,0.4928761927785388,0.4226889548869579,0.3627806867198076,0.3696066067802281,0.37367079578402745,0.4342642704445739
0.6945251568655908,0.638359832562195,0.6969321454583671,0.5151919519645803,0.5554682464352687,0.48934183848719587,0.5072940396641976,0.49572707418139883,0.5095192488599739
0.7630486624279936,0.7289981466795082,0.7198475238545194,0.6020471735869521,0.4761287842564215,0.5819365539264552,0.5416216755731533,0.5367748249883902,0.5940574207321728
0.7053673162317716,0.5208126533329388,0.7533079507808549,0.5513147006290274,0.5016567669246754,0.5212056191795141,0.3370842924005781,0.3687982006181938,0.5203782042847769
0.5991943304667037,0.26781560236165236,0.6327618837348922,0.47407791184185694,0.3802667293636593,0.5388535428817484,0.41584980461844406,0.3139117780362602,0.44092803529776375
0.7172996928120533,0.5134963744048232,0.764687629215882,0.4714775921851831,0.47724554071915826,0.47790441440589415,0.4134402816225555,0.3627878110302754,0.5279255389669812
0.7569961271776046,0.7616000349298476,0.7482704534854339,0.529605833495634,0.5755261105192565,0.526771801128058,0.550033358239986,0.5687479322798935,0.621872404697444
0.8129832962853852,0.6856877485592775,0.741397101841169,0.47970644933528694,0.43005416552909503,0.6047783191985444,0.4631316068392162,0.5396828950090634,0.6627334696431972
0.8200188654257934,0.7758888979119254,0.7792396428669729,0.5443739314739533,0.5131271251076346,0.5462196666917033,0.5123418738884277,0.6448829242281694,0.6264796722729135
0.7027802596622611,0.6667880128993353,0.7840043594666467,0.5235635447158344,0.47911580864237163,0.6724186171911746,0.5392486364225167,0.5914272320784723,0.5946915322006924
0.7182503642103701,0.48548707406309893,0.7530525418973416,0.498678216483237,0.4173590879532118,0.45607422829658545,0.40427765115583897,0.34270717892813246,0.5300870859156283
